Round,Reward
1,214.70134681165217
2,160.29102371037007
3,143.32531453371047
4,138.29824056327342
5,143.04918639957904
6,151.03892503380774
7,159.9568581998348
8,166.22122866511344
9,171.6398693650961
10,186.2565452814102
11,361.9879592806101
12,368.16653587818143
13,375.7192607223988
14,381.4238512068987
15,427.15716742277147
16,441.3890713602305
17,460.7427225232124
18,468.7926734417677
19,467.5251510620117
20,462.31935084760187
21,448.67790105640887
22,441.9563437074423
23,425.3786863297224
24,423.2202292770147
25,424.4015840470791
26,421.171256417036
27,422.3162251830101
28,427.2134916692973
29,437.09591849148273
30,442.43895065188406
31,447.86551134586335
32,457.0327403604985
33,463.9927301615477
34,479.717746514082
35,490.1543923944235
36,501.7264047294855
37,506.39697746932507
38,513.4898563802242
39,525.9339448392391
40,542.6378137409687
41,517.049237447977
42,544.6975076079368
43,559.4053350359202
44,538.7172145068646
45,550.4542259275913
46,548.6978796899318
47,534.2173579394818
48,529.6361768454314
49,516.7962751656771
50,517.8553485572338
51,513.3491097033024
52,485.5551749199629
53,485.1624427050352
54,482.107992708683
55,489.31061614751815
56,451.9648847073316
57,461.1957753121853
58,445.99957244098186
59,441.3142236053944
60,418.4899537622929
61,414.77120541334153
62,393.2104253381491
63,350.17510982751844
64,342.2156952172518
65,314.2931924134493
66,314.55343719124795
67,320.3615991413593
68,312.828486225009
69,315.8883389592171
70,317.1659411817789
71,313.0121417075396
72,316.12886988818644
73,315.00829027593136
74,299.8039673835039
75,310.3006916463375
76,300.75258467793464
77,307.1625217229128
78,306.4968233346939
79,296.17527236938474
80,308.68061388731
81,304.90078161656857
82,303.4801993727684
83,313.6816937208176
84,323.3227415144444
85,315.44981061816213
86,320.1249588042498
87,321.2806836515665
88,307.3136846065521
89,325.79984828829765
90,309.1018190950155
91,287.0777228742838
92,279.48645759224894
93,286.0163905322552
94,310.37246262133124
95,268.8947640478611
96,235.8285523235798
97,255.74638260900971
98,302.9178678661585
99,302.4737212151289
100,413.41064665019513
101,380.3180261731148
102,291.5521429985762
103,400.8840854644776
104,307.5776498734951
105,441.18991877138615
106,486.48036698699
107,453.0613340318203
108,441.6833860248327
109,360.0910732626915
110,437.5902443498373
111,446.9285613238811
112,465.83739155232905
113,387.7384418457747
114,378.2499629169703
115,408.30393043458463
116,445.5504953891039
117,392.0740456700325
118,443.7834015369416
119,401.7977594554424
120,286.0046698898077
121,377.8416725099087
122,377.9841306596994
123,315.88548499047755
124,384.4196397274733
