Round,Reward
1,-0.2657189293255868
2,-0.5068067538180786
3,-1.0862743806906463
4,-6.7201360001437935
5,-31.684878594839468
6,-39.99832356313436
7,-43.51225136970815
8,-64.6361627846838
9,-68.28636317919818
10,-57.98889428900547
11,-33.34932981567581
12,40.4994036899061
13,185.8534506531221
14,196.2614370186915
15,389.9431528664951
16,414.84874480660073
17,364.5889267534367
18,373.1701106503541
19,393.0578832698364
20,323.6864409641992
21,89.8879910333404
22,82.94230692651254
23,172.37309762001465
24,363.2725096995072
25,419.0962701770808
26,377.5023269520034
27,193.14528293003343
28,26.207629446244027
29,-37.7634942284958
30,-46.79159413587604
31,-129.01042980693623
32,-187.33586829749547
33,-322.43904421142906
34,-461.5721732687349
35,-436.4223471088154
36,-397.2081594174589
37,-595.1623045442992
38,-616.5521997056318
39,-712.3044924362388
40,-715.358121294885
41,-761.138024152992
42,-772.318458433215
43,-731.8068064321357
44,-771.0643431169974
45,-812.9761415083434
46,-844.8278723266087
47,-849.4145996240313
48,-797.9924671463066
49,-835.8833291757255
50,-811.2975570550785
51,-803.1319795664692
52,-831.2520961170951
53,-929.5234524617664
54,-908.9579749600524
55,-868.571436119033
56,-866.5097421487746
57,-905.3248334911484
58,-848.8805553596567
59,-874.8754950758481
60,-795.3495094381773
61,-852.5203923461153
62,-909.1447596986652
63,-875.2680661423877
64,-954.7730923551192
65,-923.6356683526544
66,-899.427985903442
67,-763.0291996662548
68,-822.03967402266
69,-828.0822013748823
70,-862.2622503934754
71,-756.252686065787
72,-846.4300246231745
73,-775.5872203235765
74,-722.4780504270818
75,-787.4167337571959
76,-737.2919593885374
77,-672.9411797305926
78,-653.9889629180158
79,-695.1440854478958
80,-782.5649817128403
81,-752.8146879472308
82,-749.3297084726014
83,-701.5334091518853
84,-670.8214468820554
85,-736.0153264472717
86,-739.6166369239714
87,-684.2655602055357
88,-704.1574543930035
89,-699.3904763506107
90,-683.8734110103499
91,-620.6992249604697
92,-504.6359811483793
93,-605.7274633289228
94,-577.9062156380019
95,-679.8923249781521
96,-620.9299659570968
97,-582.8613755591683
98,-521.8868511670847
99,-651.6507497712504
100,-558.5276788689896
101,-334.3707643438247
102,-553.115491700852
103,-598.559667126959
104,-343.838201603748
105,-453.6722249081091
106,-336.7020347331457
107,-300.3937804679023
108,-371.6229994548352
109,-489.445100965759
110,-380.608139818252
111,-229.09585142900735
112,-319.8088383535476
113,-232.01613733403792
114,-391.8877464754872
115,-178.6131046105269
116,-226.95276195511175
117,-149.30142750172527
118,-69.85711120970882
119,-235.70889624276424
120,-176.03682955601107
121,-156.53886258335768
122,-212.8642539707932
123,-50.42249858645382
124,-34.28696633350883
125,-108.91926172258172
126,-57.128367516564325
127,21.022788387059155
128,-126.34579429542391
129,-168.8200525065811
130,26.74673822195491
131,9.278972884083489
132,179.99132457233935
133,-50.77780783886556
134,-37.65808037820307
135,70.71376178252395
136,-66.40667627919032
137,142.79798912434498
138,92.9834749934662
139,27.358288474086656
140,160.85383413827557
141,42.60263055643856
142,184.14717161714944
143,72.08176645157
144,52.13892518775246
145,123.19463667534146
146,180.82683193961165
147,15.672544552282124
148,227.33360103025495
149,68.62120610642705
150,149.87583911241964
151,136.06275460515752
152,149.48617096522065
153,123.04486244204745
154,85.87555912879543
155,91.07917722574491
156,143.97411263425406
157,-28.140497751820657
158,-23.207046871289275
159,185.25943459351257
160,247.15438112230768
161,297.1038160660717
162,-4.497226997771008
163,184.51512343581163
164,245.7129676290926
165,234.55862991256728
166,250.4307086109229
167,156.63575922934814
168,345.46271649194824
169,360.4093470407185
170,282.34322428123266
171,250.159529181926
172,131.2688788150859
173,358.38794600282955
174,245.1718498422852
175,236.9800387349551
176,435.3508951652017
177,412.2317666616024
178,164.36181892701205
179,313.18439563810136
180,606.4123933584873
181,342.1148810114952
182,387.0751001443612
183,646.119012117487
184,346.0882456120251
185,246.7832298393616
186,393.2656684281753
187,207.9621975250624
188,375.48076175272126
189,405.5130942019405
190,328.7909293764154
191,483.0122678903102
192,323.523048887324
193,299.68551953072966
194,423.42509341040056
195,334.1799985530626
196,95.44407051986472
197,268.03957572624114
198,373.0789567483373
199,347.52679793787973
200,170.55322881372996
201,606.1118755917544
202,465.2604053954965
203,455.5393524034342
204,509.3463634649817
205,191.3799042470353
206,367.6426193917854
207,634.955715624219
208,399.2457866351768
209,568.1067699890809
210,478.68649265032366
211,431.7957483909689
212,698.583319386185
213,330.3123669040695
214,234.41464036508333
215,367.9660060690407
216,511.3108296893697
217,562.8797377611903
218,445.10954573430354
219,437.1345261848088
220,424.8032464350202
221,594.1496538528542
222,493.7181805777984
223,513.102732214452
224,519.9553685118372
225,454.376830029675
226,445.0261366607025
227,447.9341179566698
228,439.86720190763225
229,473.5034783869196
230,469.3669028614273
231,477.77436264265816
232,405.7955684107303
233,362.406913903488
234,670.2918246724023
235,332.2772200832145
236,343.3341011204496
237,284.0988867973345
238,472.7768392395927
239,562.6112825784323
240,463.4991956703001
241,517.8542158998796
242,156.78798733208333
243,432.823635380526
244,337.18245683848943
245,331.56733936768217
246,639.5262461262697
247,340.3605396862091
248,384.0759890648144
249,390.5054521060185
250,650.4256032217561
251,586.4459346715506
252,627.2274132080959
253,516.1640890940835
254,615.4879799683388
255,479.4215842466641
256,452.0654278357109
257,522.6058808174035
258,701.8198582069915
259,370.8965451664732
260,536.468682476075
261,501.7855994632061
262,621.3426791503341
263,547.6872617380698
264,418.4062305320749
265,657.2440593276194
266,931.8178283887056
267,780.5214550003446
268,595.6219942242684
269,617.7744042527087
270,736.9250915112076
271,912.9931862611396
272,584.6489561689843
273,551.3330343892696
274,503.8024640678224
275,575.0031236098366
276,611.028426810309
277,800.196000806769
278,561.048403287468
279,544.4772969328449
280,608.155184961518
281,715.7878344091135
282,649.837330502302
283,599.9620341782924
284,722.4841947236994
285,739.4368293158138
286,836.2470942250177
287,616.3717081064417
288,854.4364299438727
289,769.847505028121
290,1097.2713768977103
291,897.7124135937817
292,712.2141884350731
293,1056.8587781137114
294,763.5894852053556
295,841.8755795916844
296,1049.620524617966
297,862.8352314503048
298,529.5924157281357
299,684.0804892855324
300,712.4725900218764
301,895.184818763007
302,979.9908801230534
303,953.501323588482
304,837.4521840424073
305,732.4746340510264
306,912.7081088902114
307,677.0675090854838
308,913.8225209671996
309,850.9180963868159
310,984.2416756829024
311,842.8619726979493
312,624.9490550692819
313,754.1619502800909
314,851.2876936433161
315,743.6748766669618
316,729.9504607720276
317,692.0627059487276
318,763.3822929876626
319,945.057998524468
320,1018.1697476427184
321,951.3190321738164
322,928.83307403856
323,622.5551240518595
324,818.2597275993409
325,815.7970564245115
326,745.4393054231134
327,550.1994323441224
328,566.9700782658681
329,960.9156643698836
330,772.7857846902829
331,697.435562958019
332,1025.998073047836
333,846.171887779353
334,763.976419203206
335,910.0518499544704
336,929.5689880828664
337,695.2479244003173
338,854.0457301543538
339,863.8737135340386
340,990.5229162078036
341,705.0368602798022
342,853.3661574517475
343,913.2233171726656
344,828.5715445392416
345,942.5607753585634
346,659.7771931835274
347,978.7727038925927
348,849.3843747875319
349,980.0560811681715
350,826.3962042687956
351,889.6816930718542
352,720.7327474121496
353,808.4734621728309
354,572.4558138309412
355,951.5309139689812
356,863.1702108673664
357,701.5729799836074
358,630.0814245025128
359,824.8170485255883
360,514.4371712317422
361,797.6094531636206
362,622.5018763470719
363,626.3085640349667
364,709.5462333503833
365,867.9284694522357
366,796.9777642383715
367,893.808442532764
368,812.0171475335425
369,730.8144896715021
370,497.53574513529895
371,765.6361768915115
372,740.1607118411891
373,694.6221205868045
374,785.7194245330938
375,882.922449198681
376,816.1328612580844
377,686.2091614596517
378,784.0194349911784
379,824.7626297273746
380,848.3186953115743
381,913.4712792347856
382,1019.0640154354973
383,1134.612865615613
384,967.318357387426
385,945.3886533133112
386,1039.781428841754
387,801.5076561894982
388,859.67862373901
389,860.7933331471344
390,1150.9274900292585
391,976.5056002414204
392,1052.4026840732542
393,720.6562223975913
394,1100.5517492350032
395,1109.7434140904254
396,1157.2294160258236
397,938.1481121276076
398,1049.131619010681
399,955.1747748928326
400,1081.2887162208394
401,827.1080808173268
402,1349.6754695430216
403,1135.3790440197504
404,1202.31859656478
405,1101.1700763337565
406,1091.0771566543203
407,1159.4823730583826
408,971.0604867169176
409,1244.809380803062
410,900.9436249513908
411,1045.4915257251414
412,1061.6919729665074
413,878.5471288754401
414,826.0559746810002
415,972.820632094972
416,1042.8179121779854
417,1020.342371246478
418,1134.9988393357182
419,1094.6766795425765
420,1288.1904307781376
421,987.7892045566398
422,1259.6948020852008
423,1039.5418814195125
424,1149.65642991722
425,1042.043651758381
426,929.0771664827856
427,1036.7004855916675
428,1133.5175537582277
429,1311.4579264597571
430,1001.5419389216258
431,1078.4207582566892
432,1359.5879511065964
433,1051.8802360100076
434,995.6263765115306
435,1165.2211427693553
436,1145.2338802070367
437,1082.9449495821495
438,1024.086575055204
439,1079.821739782601
440,1154.385116314818
441,817.8232488697726
442,981.286575840475
443,1099.557132280762
444,989.9255714471832
445,1114.1935407137912
446,947.2693950567528
447,1287.180751732917
448,1348.00741851395
449,1147.0252850375878
450,1133.827122515792
451,1221.599813014055
452,1087.6744547667315
453,1120.134699744868
454,1266.367223338141
455,971.2380213785348
456,1272.0106540831628
457,1118.2553532799836
458,1064.835080377779
459,1144.274947331514
460,1383.1295905797858
461,1092.166302647128
462,989.915430438827
463,984.3669451885464
464,820.650821858336
465,968.792880956646
466,1105.565389516679
467,900.0759231397103
468,1004.7559356766328
469,973.5221497688703
470,1171.0889357655367
471,1009.476112475418
472,1024.4987423294456
473,854.5129651707272
474,1037.6788961291118
475,963.150033771553
476,1204.1908458477133
477,1167.5853379045734
478,814.3994325545431
479,954.8750413301808
480,1068.5735254662004
481,916.0583730615276
482,986.217278676154
483,1037.015982199066
484,826.7351173563826
485,895.6316803086545
486,762.2533661283538
487,822.0345844917217
488,877.8761960998206
489,826.289761160253
490,884.1315707309928
491,844.993918031278
492,625.8806921403168
493,1009.8288684643384
494,625.5470957472035
495,984.1659084381064
496,967.0130678616742
497,994.5004487847418
498,898.2296173684656
499,1032.5551032323965
500,650.5071920137707
501,1057.409741
